Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,Policy area,Subject,Final vote?,Am No.,Author,RCV,Vote,Yes,No,Abs,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
6580,75,1,"""08.03.2021""","""Equivalence of field inspections and equivalence of checks on practices for the maintenance of varieties of agricultural plant species carried out in the UK""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0431/2020""","""2020/0379/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0379(COD)""","""Committee on Agriculture and Rural Development""","""Agriculture""","""(C9-0431/2020) Agricultural plant species""",1.0,,0,"""RCV""","""+""",617,76,4,64.0,63.0,173.0,0.0,33.0,102.0,143.0,39.0,1.032,0.863,0.951,0.0,0.579,0.944,0.929,0.951,1,0,0,0
6581,77,2,"""10.03.2021""","""Equivalence of field inspections and equivalence of checks on practices for the maintenance of varieties of agricultural plant species carried out in the UK""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0431/2020""","""2020/0379/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0379(COD)""","""Committee on Agriculture and Rural Development""","""Agriculture""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",621,1,73,64.0,62.0,174.0,8.0,32.0,102.0,142.0,37.0,1.032,0.849,0.956,0.108,0.561,0.944,0.922,0.902,1,0,0,0
6582,75,1,"""08.03.2021""","""InvestEU Programme ""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Fernandes/Tinagli""","""C9-0158/2020""","""2020/0108/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0203_EN.html""","""Committee on Budgets/Committee on Economic and Monetary Affairs  ""","""Budget""","""Procedural request""",1.0,,0,"""RCV""","""-""",84,582,31,14.0,40.0,5.0,0.0,12.0,4.0,3.0,6.0,0.226,0.548,0.027,0.0,0.211,0.037,0.019,0.146,0,0,0,0
6826,77,109,"""10.03.2021""","""Fisheries control""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Aguilera""","""A9-0016/2021""","""2018/0193/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0016_EN.html""","""Committee on Fisheries""","""Fisheries""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",401,247,47,7.0,1.0,155.0,2.0,24.0,85.0,121.0,6.0,0.113,0.014,0.852,0.027,0.421,0.787,0.786,0.146,1,0,0,0
6827,77,110,"""10.03.2021""","""Fisheries control""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Aguilera""","""A9-0016/2021""","""2018/0193/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0016_EN.html""","""Committee on Fisheries""","""Fisheries""","""Vote: referral back""",1.0,,0,"""RCV""","""+""",439,190,66,10.0,10.0,160.0,2.0,24.0,97.0,129.0,7.0,0.161,0.137,0.879,0.027,0.421,0.898,0.838,0.171,1,0,0,0
7088,79,1,"""24.03.2021""","""System of own resources of the European Union""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Fernandes/Hayer""","""A9-0047/2021""","""2018/0132/APP""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0047_EN.html""","""Committee on Budgets""","""Budget""","""vote: consent""",1.0,,0,"""RCV""","""+""",560,48,82,24.0,0.0,166.0,66.0,30.0,103.0,141.0,30.0,0.387,0.0,0.912,0.892,0.526,0.954,0.916,0.732,1,0,1,0
7215,80,1,"""25.03.2021""","""Digital Green Certificate - Union citizens""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0104/2021""","""2021/0068/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2021/0068(COD)""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""(C9-0104/2021) Free movement""",1.0,,0,"""RCV""","""+""",468,203,16,46.0,25.0,167.0,2.0,26.0,86.0,110.0,6.0,0.742,0.342,0.918,0.027,0.456,0.796,0.714,0.146,1,0,0,0
7216,80,1,"""25.03.2021""","""Digital Green Certificate - third country nationals""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0100/2021""","""2021/0071/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2021/0071(COD)""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""(C9-0100/2021) Third-country nationals""",1.0,,0,"""RCV""","""+""",467,203,17,46.0,25.0,167.0,2.0,25.0,86.0,110.0,6.0,0.742,0.342,0.918,0.027,0.439,0.796,0.714,0.146,1,0,0,0
7408,81,1,"""26.04.2021""","""EU/Norway Agreement: modification of concessions on all the tariff-rate quotas included in the EU Schedule CLXXV as a consequence of the United Kingdom's withdrawal from the European Union""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Warborn""","""A9-0035/2021""","""2020/0230/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0035_EN.html""","""Committee on International Trade""","""International trade""","""vote: consent""",1.0,,0,"""RCV""","""+""",686,2,5,63.0,62.0,173.0,69.0,35.0,102.0,144.0,38.0,1.016,0.849,0.951,0.932,0.614,0.944,0.935,0.927,1,0,0,0
7409,81,1,"""26.04.2021""","""EU/Honduras Voluntary Partnership Agreement""",,"""Leg""","""Draft legislative resolution""","""s""","""Karlsbro""","""A9-0053/2021""","""2020/0157/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0053_EN.html""","""Committee on International Trade""","""International trade""","""vote: consent""",1.0,,0,"""RCV""","""+""",632,23,38,59.0,53.0,173.0,68.0,32.0,102.0,143.0,2.0,0.952,0.726,0.951,0.919,0.561,0.944,0.929,0.049,1,0,0,0
7433,82,1,"""27.04.2021""","""The EU-UK Trade and Cooperation Agreement""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Schieder/Hansen""","""A9-0128/2021""","""2020/0382/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0128_EN.html""","""Committee on Foreign Affairs, Committee on International Trade""","""Foreign & security policy""","""vote: consent""",1.0,,0,"""RCV""","""+""",660,5,32,64.0,62.0,172.0,58.0,36.0,99.0,143.0,26.0,1.032,0.849,0.945,0.784,0.632,0.917,0.929,0.634,1,0,0,0
7960,83,2,"""28.04.2021""","""Multiannual management plan for bluefin tuna in the eastern Atlantic and the Mediterranean""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Ferrandino""","""A9-0149/2020""","""2019/0272/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0149_EN.html""","""Committee on Fisheries""","""Fisheries""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",643,11,47,62.0,54.0,172.0,71.0,33.0,103.0,140.0,8.0,1.0,0.74,0.945,0.959,0.579,0.954,0.909,0.195,1,0,0,0
7999,83,39,"""28.04.2021""","""Digital Green Certificate - Union citizens""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""López Aguilar""","""C9-0104/2021""","""2021/0068/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2021/0068(COD)""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",540,119,31,38.0,25.0,169.0,56.0,14.0,101.0,123.0,14.0,0.613,0.342,0.929,0.757,0.246,0.935,0.799,0.341,1,0,0,0
8000,83,40,"""28.04.2021""","""Digital Green Certificate - Union citizens""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""López Aguilar""","""C9-0104/2021""","""2021/0068/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2021/0068(COD)""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: referral back""",1.0,,0,"""RCV""","""+""",569,95,26,41.0,32.0,171.0,56.0,28.0,103.0,125.0,13.0,0.661,0.438,0.94,0.757,0.491,0.954,0.812,0.317,1,0,0,0
8002,83,2,"""28.04.2021""","""Digital Green Certificate - third country nationals""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""López Aguilar""","""C9-0100/2021""","""2021/0071/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2021/0071(COD)""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",540,80,70,38.0,25.0,169.0,56.0,14.0,101.0,123.0,14.0,0.613,0.342,0.929,0.757,0.246,0.935,0.799,0.341,1,0,0,0
8003,83,3,"""28.04.2021""","""Digital Green Certificate - third country nationals""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""López Aguilar""","""C9-0100/2021""","""2021/0071/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2021/0071(COD)""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: referral back""",1.0,,0,"""RCV""","""+""",569,61,60,41.0,32.0,171.0,56.0,28.0,103.0,125.0,13.0,0.661,0.438,0.94,0.757,0.491,0.954,0.812,0.317,1,0,0,0
8186,85,1,"""18.05.2021""","""Exchange, assistance and training programme for the protection of the euro against counterfeiting for the period 2021-2027 (Pericles IV programme): extension to the non-participating Member States""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Daly""","""A9-0165/2021""","""2018/0219/APP""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0165_EN.html""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: consent""",1.0,,0,"""RCV""","""+""",689,3,4,63.0,62.0,174.0,70.0,37.0,102.0,143.0,38.0,1.016,0.849,0.956,0.946,0.649,0.944,0.929,0.927,1,0,0,0
8187,85,1,"""18.05.2021""","""EU/Cuba Agreement: modification of concessions on all the tariff-rate quotas included in the EU Schedule CLXXV as a consequence of the United Kingdom's withdrawal from the European Union""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Mato""","""A9-0129/2021""","""2020/0233/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0129_EN.html""","""Committee on International Trade""","""International trade""","""vote: consent""",1.0,,0,"""RCV""","""+""",687,1,8,59.0,64.0,174.0,70.0,37.0,102.0,143.0,38.0,0.952,0.877,0.956,0.946,0.649,0.944,0.929,0.927,1,0,0,0
8188,85,1,"""18.05.2021""","""Protocol to the Euro-Mediterranean Association Agreement EU/Tunisia (accession of Croatia)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Gahler""","""A9-0150/2021""","""2018/0310/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0150_EN.html""","""Committee on International Trade""","""International trade""","""vote: consent""",1.0,,0,"""RCV""","""+""",608,6,82,62.0,7.0,172.0,70.0,30.0,102.0,143.0,22.0,1.0,0.096,0.945,0.946,0.526,0.944,0.929,0.537,1,0,0,0
8189,85,1,"""18.05.2021""","""Protocol to the EU/Central America Association Agreement (accession of Croatia)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Karski""","""A9-0148/2021""","""2020/0024/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0148_EN.html""","""Committee on International Trade""","""International trade""","""vote: consent""",1.0,,0,"""RCV""","""+""",635,5,56,63.0,32.0,174.0,70.0,31.0,102.0,143.0,20.0,1.016,0.438,0.956,0.946,0.544,0.944,0.929,0.488,1,0,0,0
8190,85,1,"""18.05.2021""","""Agreement EU/USA/Iceland/Norway: Time Limitations on Arrangements for the Provision of Aircraft with Crew""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Grapini""","""A9-0125/2021""","""2019/0126/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0125_EN.html""","""Committee on International Trade""","""International trade""","""vote: consent""",1.0,,0,"""RCV""","""+""",654,30,12,63.0,44.0,174.0,70.0,32.0,102.0,143.0,26.0,1.016,0.603,0.956,0.946,0.561,0.944,0.929,0.634,1,0,0,0
8626,87,19,"""20.05.2021""","""The Aarhus Regulation""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Doleschal""","""A9-0152/2021""","""2020/0289/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0152_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",553,62,78,2.0,0.0,170.0,71.0,30.0,101.0,142.0,37.0,0.032,0.0,0.934,0.959,0.526,0.935,0.922,0.902,1,0,1,0
8627,87,20,"""20.05.2021""","""The Aarhus Regulation""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Doleschal""","""A9-0152/2021""","""2020/0289/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0152_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""Vote: referral back""",1.0,,0,"""RCV""","""+""",613,51,29,53.0,8.0,170.0,71.0,31.0,101.0,142.0,37.0,0.855,0.11,0.934,0.959,0.544,0.935,0.922,0.902,1,0,0,0
8727,88,1,"""07.06.2021""","""Transitional provisions in order to address the impact of COVID-19 crisis (amendment of Regulation (EU) 2016/1628)""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0185/2021""","""2021/0129/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2021/0129(COD)""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""(C9-0185/2021) Transitional provisions certain machinery""",1.0,,0,"""RCV""","""+""",662,25,9,62.0,64.0,173.0,71.0,33.0,103.0,142.0,14.0,1.0,0.877,0.951,0.959,0.579,0.954,0.922,0.341,1,0,0,0
8736,89,2,"""08.06.2021""","""ETIAS consequential amendments: ECRIS-TCN""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Lenaers""","""A9-0083/2021""","""2019/0001B/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0083_EN.html""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",441,119,136,64.0,63.0,174.0,0.0,32.0,99.0,9.0,0.0,1.032,0.863,0.956,0.0,0.561,0.917,0.058,0.0,0,1,0,0
9257,92,1,"""23.06.2021""","""Cross-border payments in the Union (codification)""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Melchior""","""A9-0202/2021""","""2020/0145/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0202_EN.html""","""Committee on Legal Affairs""","""Legal affairs""","""single vote""",1.0,,0,"""RCV""","""+""",670,1,22,64.0,47.0,170.0,71.0,35.0,103.0,141.0,39.0,1.032,0.644,0.934,0.959,0.614,0.954,0.916,0.951,1,0,0,0
9260,93,3,"""24.06.2021""","""Official controls on animals and products of animal origin in order to ensure compliance with the prohibition of certain uses of antimicrobials""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Canfin""","""A9-0195/2021""","""2021/0055/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0195_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",687,2,2,64.0,64.0,172.0,69.0,37.0,102.0,140.0,39.0,1.032,0.877,0.945,0.932,0.649,0.944,0.909,0.951,1,0,0,0
9261,93,4,"""24.06.2021""","""Official controls on animals and products of animal origin in order to ensure compliance with the prohibition of certain uses of antimicrobials""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Canfin""","""A9-0195/2021""","""2021/0055/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0195_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: referral back""",1.0,,0,"""RCV""","""+""",673,6,12,62.0,54.0,172.0,69.0,35.0,102.0,140.0,39.0,1.0,0.74,0.945,0.932,0.614,0.944,0.909,0.951,1,0,0,0
9262,92,1,"""23.06.2021""","""Regulations and general conditions governing the performance of the Ombudsman’s duties""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Rangel""","""A9-0174/2021""","""2019/0900/APP""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0174_EN.html""","""Committee on Constitutional Affairs""","""Constitutional and inter-institutional affairs""","""vote: resolution (as a whole)""",1.0,,0,"""RCV""","""+""",623,9,61,16.0,53.0,165.0,71.0,35.0,103.0,141.0,39.0,0.258,0.726,0.907,0.959,0.614,0.954,0.916,0.951,1,0,0,0
9263,92,1,"""23.06.2021""","""EU/Thailand Agreement: modification of concessions on all the tariff-rate quotas included in the EU Schedule CLXXV as a consequence of the United Kingdom's withdrawal from the European Union""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Hautala""","""A9-0180/2021""","""2021/0003/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0180_EN.html""","""Committee on International Trade""","""International trade""","""vote: consent""",1.0,,0,"""RCV""","""+""",638,49,6,64.0,20.0,170.0,71.0,32.0,103.0,141.0,37.0,1.032,0.274,0.934,0.959,0.561,0.954,0.916,0.902,1,0,0,0
9264,92,1,"""23.06.2021""","""EU/Indonesia Agreement: modification of concessions on all the tariff-rate quotas included in the EU Schedule CLXXV as a consequence of the United Kingdom's withdrawal from the European Union""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Hautala""","""A9-0182/2021""","""2021/0044/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0182_EN.html""","""Committee on International Trade""","""International trade""","""vote: consent""",1.0,,0,"""RCV""","""+""",685,3,5,64.0,63.0,170.0,71.0,36.0,103.0,141.0,37.0,1.032,0.863,0.934,0.959,0.632,0.954,0.916,0.902,1,0,0,0
9265,92,1,"""23.06.2021""","""EU/Argentina Agreement: modification of concessions on all the tariff-rate quotas included in the EU Schedule CLXXV as a consequence of the United Kingdom's withdrawal from the European Union""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Cañas""","""A9-0175/2021""","""2021/0054/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0175_EN.html""","""Committee on International Trade""","""International trade""","""vote: consent""",1.0,,0,"""RCV""","""+""",604,52,37,64.0,20.0,170.0,71.0,30.0,103.0,141.0,5.0,1.032,0.274,0.934,0.959,0.526,0.954,0.916,0.122,1,0,0,0
9419,93,1,"""06.07.2021""","""Recognition of third countries certificates in inland navigation""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Ameriks""","""A9-0210/2021""","""2021/0039/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0210_EN.html""","""Committee on Transport and Tourism""","""Transport & tourism""","""single vote""",1.0,,0,"""RCV""","""+""",646,24,25,63.0,27.0,173.0,69.0,30.0,103.0,142.0,39.0,1.016,0.37,0.951,0.932,0.526,0.954,0.922,0.951,1,0,0,0
9421,93,1,"""06.07.2021""","""European Union Agency for Fundamental Rights""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Mandl""","""A9-0227/2021""","""2020/0112/APP""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0227_EN.html""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: consent""",1.0,,0,"""RCV""","""+""",546,69,79,8.0,0.0,173.0,69.0,16.0,103.0,142.0,35.0,0.129,0.0,0.951,0.932,0.281,0.954,0.922,0.854,1,0,1,0
9422,93,1,"""06.07.2021""","""Interbus agreement: Protocol on international regular and special regular carriage of passengers by coach and bus""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Grapini""","""A9-0176/2021""","""2020/0258/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0176_EN.html""","""Committee on Transport and Tourism""","""Transport & tourism""","""vote: consent""",1.0,,0,"""RCV""","""+""",613,29,53,60.0,1.0,173.0,69.0,30.0,103.0,142.0,35.0,0.968,0.014,0.951,0.932,0.526,0.954,0.922,0.854,1,0,0,0
9486,93,1,"""06.07.2021""","""European Maritime, Fisheries and Aquaculture Fund""","""***II""","""Leg""","""Draft legislative resolution""","""s""","""Mato""","""A9-0222/2021""","""2018/0210/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0222_EN.html""","""Committee on Fisheries""","""Fisheries""","""Rejection""",1.0,,"""Greens/ EFA""","""RCV""","""-""",143,516,35,4.0,11.0,7.0,65.0,13.0,2.0,8.0,33.0,0.065,0.151,0.038,0.878,0.228,0.019,0.052,0.805,0,0,0,0
9566,94,1,"""07.07.2021""","""Measures necessary for the implementation of the Protocol on the financial consequences of the expiry of the ECSC Treaty and on the Research Fund for Coal and Steel""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Van Overtveldt""","""A9-0229/2021""","""2020/0142/APP""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0229_EN.html""","""Committee on Budgets""","""Budget""","""vote: consent""",1.0,,0,"""RCV""","""+""",627,40,29,59.0,45.0,174.0,67.0,35.0,103.0,143.0,1.0,0.952,0.616,0.956,0.905,0.614,0.954,0.929,0.024,1,0,0,0
9601,95,16,"""08.07.2021""","""European Medicines Agency""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""González Casares""","""A9-0216/2021""","""2020/0321/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0216_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",587,28,81,9.0,20.0,173.0,69.0,32.0,103.0,142.0,39.0,0.145,0.274,0.951,0.932,0.561,0.954,0.922,0.951,1,0,1,0
9602,95,17,"""08.07.2021""","""European Medicines Agency""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""González Casares""","""A9-0216/2021""","""2020/0321/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0216_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: referral back""",1.0,,0,"""RCV""","""+""",665,20,11,60.0,45.0,173.0,69.0,34.0,103.0,142.0,39.0,0.968,0.616,0.951,0.932,0.596,0.954,0.922,0.951,1,0,0,0
9661,95,59,"""08.07.2021""","""General Union Environment Action Programme to 2030""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""O'Sullivan""","""A9-0203/2021""","""2020/0300/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0203_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",518,130,47,1.0,1.0,159.0,69.0,17.0,93.0,140.0,38.0,0.016,0.014,0.874,0.932,0.298,0.861,0.909,0.927,1,0,1,0
9662,95,60,"""08.07.2021""","""General Union Environment Action Programme to 2030""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""O'Sullivan""","""A9-0203/2021""","""2020/0300/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0203_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: referral back""",1.0,,0,"""RCV""","""+""",603,90,3,52.0,1.0,169.0,69.0,30.0,103.0,140.0,39.0,0.839,0.014,0.929,0.932,0.526,0.954,0.909,0.951,1,0,0,0
9742,96,1,"""13.09.2021""","""Extension of validity of safety certificates and licences of railway undertakings operating in the Channel tunnel""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0314/2021""","""2021/0228/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2021/0228(COD)""","""Committee on Transport and Tourism""","""Transport & tourism""","""(C9-0314/2021) Channel Fixed Link""",1.0,,0,"""RCV""","""+""",682,1,4,63.0,61.0,173.0,68.0,37.0,102.0,140.0,38.0,1.016,0.836,0.951,0.919,0.649,0.944,0.909,0.927,1,0,0,0
9743,98,1,"""15.09.2021""","""Extension of validity of safety certificates and licences of railway undertakings operating in the Channel tunnel""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0314/2021""","""2021/0228/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2021/0228(COD)""","""Committee on Transport and Tourism""","""Transport & tourism""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",687,1,7,64.0,61.0,174.0,68.0,38.0,103.0,142.0,37.0,1.032,0.836,0.956,0.919,0.667,0.954,0.922,0.902,1,0,0,0
9763,98,15,"""15.09.2021""","""European Centre for Disease Prevention and Control""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Kopcińska""","""A9-0253/2021""","""2020/0320/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0253_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",598,84,13,54.0,0.0,174.0,64.0,29.0,101.0,142.0,34.0,0.871,0.0,0.956,0.865,0.509,0.935,0.922,0.829,1,0,0,0
9764,98,16,"""15.09.2021""","""European Centre for Disease Prevention and Control""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Kopcińska""","""A9-0253/2021""","""2020/0320/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0253_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: referral back""",1.0,,0,"""RCV""","""+""",604,82,9,55.0,0.0,173.0,68.0,31.0,101.0,142.0,34.0,0.887,0.0,0.951,0.919,0.544,0.935,0.922,0.829,1,0,0,0
9776,98,12,"""15.09.2021""","""Serious cross-border threats to health""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Trillet‑Lenoir""","""A9-0247/2021""","""2020/0322/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0247_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",594,85,16,49.0,0.0,173.0,68.0,29.0,103.0,141.0,31.0,0.79,0.0,0.951,0.919,0.509,0.954,0.916,0.756,1,0,0,0
9777,98,13,"""15.09.2021""","""Serious cross-border threats to health""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Trillet‑Lenoir""","""A9-0247/2021""","""2020/0322/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0247_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: referral back""",1.0,,0,"""RCV""","""+""",604,84,7,54.0,1.0,173.0,68.0,31.0,103.0,141.0,33.0,0.871,0.014,0.951,0.919,0.544,0.954,0.916,0.805,1,0,0,0
9885,98,1,"""15.09.2021""","""Visa Facilitation Agreement between the EU and Cabo Verde""","""***""","""Leg""","""Draft legislative resolution""","""s""","""López Aguilar""","""A9-0264/2021""","""2020/0319/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0264_EN.html""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: consent""",1.0,,0,"""RCV""","""+""",533,107,47,58.0,23.0,173.0,3.0,26.0,101.0,139.0,10.0,0.935,0.315,0.951,0.041,0.456,0.935,0.903,0.244,1,0,0,0
