,Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,Policy area,Subject,Final vote?,Am No.,Author,RCV,Vote,Yes,No,Abs,ECR,EPP,Greens/EFA,IDG,NI,REG,S&D,The Left,ECR%,EPP%,Greens/EFA%,IDG%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
13095,13096,134,8,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Amendments by the committee responsible -separate vote,0.0,90,committee,RCV,+,586,43,7,56,163,67,21,24,93,129,32,0.903,0.896,0.905,0.288,0.421,0.861,0.838,0.78,1,0,0,0
13096,13097,134,9,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Amendments by the committee responsible -separate vote,0.0,90,committee,RCV,+,450,157,11,0,131,63,1,14,86,124,30,0.0,0.72,0.851,0.014,0.246,0.796,0.805,0.732,1,0,0,0
13097,13098,134,10,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Amendments by the committee responsible -separate vote,0.0,90,committee,RCV,+,475,153,6,3,138,65,1,14,91,130,32,0.048,0.758,0.878,0.014,0.246,0.843,0.844,0.78,1,0,0,0
13098,13099,134,11,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Amendments by the committee responsible -separate vote,0.0,102,committee,RCV,+,441,189,8,0,107,67,4,13,87,131,31,0.0,0.588,0.905,0.055,0.228,0.806,0.851,0.756,0,0,1,0
13099,13100,134,12,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Amendments by the committee responsible -separate vote,0.0,105,committee,RCV,+,555,37,39,54,164,65,1,19,85,132,34,0.871,0.901,0.878,0.014,0.333,0.787,0.857,0.829,1,0,0,0
13100,13101,134,11,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Amendments by the committee responsible -separate vote,0.0,162,committee,RCV,+,480,158,0,1,138,67,1,14,89,134,35,0.016,0.758,0.905,0.014,0.246,0.824,0.87,0.854,1,0,0,0
13101,13102,134,12,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 5 Directive 2003/87/EC Article 3g, paragraph 1",0.0,209,committee,RCV,+,441,195,5,1,104,67,3,14,84,134,33,0.016,0.571,0.905,0.041,0.246,0.778,0.87,0.805,0,0,1,0
13102,13103,134,13,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 5 Directive 2003/87/EC Article 3g, paragraph 1",0.0,271,ID,RCV,-,127,494,14,53,12,0,43,14,1,3,0,0.855,0.066,0.0,0.589,0.246,0.009,0.019,0.0,0,0,0,0
13103,13104,134,14,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 5 Directive 2003/87/EC Article 3g, after paragraph 2",0.0,272,ID,RCV,-,179,452,3,54,50,0,51,17,3,4,0,0.871,0.275,0.0,0.699,0.298,0.028,0.026,0.0,0,0,0,0
13104,13105,134,15,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 6 Directive 2003/87/EC Article 3ga, paragraph 1",0.0,92cp1,committee,RCV,+,442,182,14,1,124,67,1,14,77,126,31,0.016,0.681,0.905,0.014,0.246,0.713,0.818,0.756,1,0,0,0
13105,13106,134,16,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 6 Directive 2003/87/EC Article 3ga, paragraph 2",0.0,92cp2,committee,RCV,+,466,141,34,0,136,67,3,14,88,127,31,0.0,0.747,0.905,0.041,0.246,0.815,0.825,0.756,1,0,0,0
13106,13107,134,17,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 6 Directive 2003/87/EC After article 3ga",0.0,278= 311=,"ID, MEPs",RCV,-,177,453,10,51,50,0,54,15,2,5,0,0.823,0.275,0.0,0.74,0.263,0.019,0.032,0.0,0,0,0,0
13107,13108,134,18,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 6 Directive 2003/87/EC After article 3ga",0.0,261,EPP,RCV,-,269,334,35,52,159,0,29,14,14,1,0,0.839,0.874,0.0,0.397,0.246,0.13,0.006,0.0,0,1,0,0
13108,13109,134,19,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 6 Directive 2003/87/EC After article 3ga",0.0,279= 312=,"ID, MEPs",RCV,-,181,438,12,51,52,0,45,15,10,7,0,0.823,0.286,0.0,0.616,0.263,0.093,0.045,0.0,0,0,0,0
13109,13110,134,20,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 10 Directive 2003/87/EC Article 9, paragraph 3",0.0,217,The Left,RCV,-,113,512,14,0,1,67,0,6,4,4,31,0.0,0.005,0.905,0.0,0.105,0.037,0.026,0.756,0,0,0,0
13110,13111,134,21,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 10 Directive 2003/87/EC Article 9, paragraph 3",0.0,101,committee,RCV,-,268,362,10,1,0,66,1,15,44,107,33,0.016,0.0,0.892,0.014,0.263,0.407,0.695,0.805,0,0,1,0
13111,13112,134,22,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 10 Directive 2003/87/EC Article 9, paragraph 3",0.0,244,"EPP, Renew",RCV,+,468,147,25,1,139,67,3,13,88,133,23,0.016,0.764,0.905,0.041,0.228,0.815,0.864,0.561,1,0,0,0
13112,13113,134,23,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 10 Directive 2003/87/EC Article 9, paragraph 3",0.0,244,"EPP, Renew",RCV,+,438,177,24,50,160,1,51,16,86,53,20,0.806,0.879,0.014,0.699,0.281,0.796,0.344,0.488,0,1,0,0
13113,13114,134,24,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 10 Directive 2003/87/EC Article 9, paragraph 3",0.0,244,"EPP, Renew",RCV,+,543,59,23,53,157,65,3,23,89,132,20,0.855,0.863,0.878,0.041,0.404,0.824,0.857,0.488,1,0,0,0
13114,13115,134,25,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 10 Directive 2003/87/EC Article 9, paragraph 3",0.0,244,"EPP, Renew",RCV,+,367,236,18,51,155,2,1,23,84,30,20,0.823,0.852,0.027,0.014,0.404,0.778,0.195,0.488,0,1,0,0
13115,13116,134,26,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 10 Directive 2003/87/EC Article 9, paragraph 3",0.0,244,"EPP, Renew",RCV,+,456,168,15,2,136,65,1,12,88,131,20,0.032,0.747,0.878,0.014,0.211,0.815,0.851,0.488,1,0,0,0
13116,13117,134,27,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 11, before point a Directive 2003/87/EC Article 10, paragraph 1, subparagraph 2",0.0,219,The Left,RCV,-,111,515,16,1,1,67,0,7,1,3,31,0.016,0.005,0.905,0.0,0.123,0.009,0.019,0.756,0,0,0,0
13117,13118,134,28,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 11, before point a Directive 2003/87/EC Article 10, paragraph 1, subparagraph 2",0.0,218,The Left,RCV,-,116,514,12,0,1,66,0,7,2,7,33,0.0,0.005,0.892,0.0,0.123,0.019,0.045,0.805,0,0,0,0
13118,13119,134,29,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 11, point a Directive 2003/87/EC Article 10, paragraph 1, subparagraph 3a",0.0,375,ECR,RCV,-,127,469,39,47,32,0,11,18,4,14,1,0.758,0.176,0.0,0.151,0.316,0.037,0.091,0.024,0,0,0,0
13119,13120,134,30,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 11, point a Directive 2003/87/EC Article 10, paragraph 1, subparagraph 3a",0.0,245,"EPP, S&D, Renew",RCV,+,575,30,36,46,161,68,16,25,94,128,36,0.742,0.885,0.919,0.219,0.439,0.87,0.831,0.878,1,0,0,0
13120,13121,134,31,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 11, point b Directive 2003/87/EC Article 10, paragraph 3, intro",0.0,104,committee,RCV,-,259,378,6,1,16,67,4,13,15,109,34,0.016,0.088,0.905,0.055,0.228,0.139,0.708,0.829,0,0,1,0
13121,13122,134,32,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 12, point a, point i Directive 2003/87/EC Article 10a, paragraph 1, subparagraph 2a and 2b",0.0,115,committee,RCV,+,484,142,16,47,119,67,0,25,78,115,32,0.758,0.654,0.905,0.0,0.439,0.722,0.747,0.78,0,0,1,0
13122,13123,134,33,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 12, point a, point i Directive 2003/87/EC Article 10a, paragraph 1, subparagraph 2a and 2b",0.0,115,committee,RCV,+,410,189,22,2,113,66,0,15,76,110,27,0.032,0.621,0.892,0.0,0.263,0.704,0.714,0.659,0,0,1,0
13123,13124,134,34,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 12, point a, point i Directive 2003/87/EC Article 10a, paragraph 1, subparagraph 2a and 2b",0.0,115,committee,RCV,+,319,294,21,1,117,0,0,6,77,117,0,0.016,0.643,0.0,0.0,0.105,0.713,0.76,0.0,0,0,1,0
13124,13125,134,35,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 12, point b Directive 2003/87/EC Article 10a, paragraph 1, subparagraph 2",0.0,117,committee,RCV,-,222,402,14,0,1,67,1,14,41,67,30,0.0,0.005,0.905,0.014,0.246,0.38,0.435,0.732,0,0,0,0
13125,13126,134,36,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 12, point b Directive 2003/87/EC Article 10a, paragraph 1, subparagraph 2",0.0,253,"S&D, Renew",RCV,-,303,314,20,0,12,67,2,12,72,110,27,0.0,0.066,0.905,0.027,0.211,0.667,0.714,0.659,0,0,1,0
13126,13127,134,37,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 12, point b Directive 2003/87/EC Article 10a, paragraph 1, subparagraph 2",0.0,234= 282= 378=,"ITRE, ID, ECR",RCV,+,327,297,18,56,161,0,54,15,22,18,1,0.903,0.885,0.0,0.74,0.263,0.204,0.117,0.024,0,1,0,0
13127,13128,134,38,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 12, point b Directive 2003/87/EC Article 10a, paragraph 1, after subparagraph 2a, 2b",0.0,236= 283= 380=,"ITRE, ID, ECR",RCV,+,338,277,22,56,158,1,53,16,25,26,3,0.903,0.868,0.014,0.726,0.281,0.231,0.169,0.073,0,1,0,0
13128,13129,134,39,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 12, point b Directive 2003/87/EC Article 10a, paragraph 1, after subparagraph 2a, 2b",0.0,263,EPP,RCV,+,350,270,21,56,161,0,51,14,40,26,2,0.903,0.885,0.0,0.699,0.246,0.37,0.169,0.049,0,1,0,0
13129,13130,134,40,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 12, point c, point i Directive 2003/87/EC Article 10a, paragraph 2, subparagraph 3, point c",0.0,264,EPP,RCV,+,321,303,15,56,161,0,44,14,21,24,1,0.903,0.885,0.0,0.603,0.246,0.194,0.156,0.024,0,1,0,0
13130,13131,134,41,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 12, point c, point ii Directive 2003/87/EC Article 10a, paragraph 2, subparagraph 3, point d",0.0,120,committee,RCV,+,448,183,9,1,128,68,1,8,81,128,32,0.016,0.703,0.919,0.014,0.14,0.75,0.831,0.78,1,0,0,0
13131,13132,134,42,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 12, point c, point ii Directive 2003/87/EC Article 10a, paragraph 2, subparagraph 3, point d",0.0,383,ECR,RCV,-,168,460,14,56,36,0,50,15,7,2,1,0.903,0.198,0.0,0.685,0.263,0.065,0.013,0.024,0,0,0,0
13132,13133,134,43,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 12, point e, intro Directive 2003/87/EC Article 10a, paragraph 6",0.0,221D,The Left,RCV,-,143,488,8,1,3,1,1,5,4,92,36,0.016,0.016,0.014,0.014,0.088,0.037,0.597,0.878,0,0,0,0
13133,13134,134,44,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 12, point e, intro Directive 2003/87/EC Article 10a, paragraph 6",0.0,287,Greens/ EFA,RCV,-,211,421,7,0,1,68,2,14,5,91,30,0.0,0.005,0.919,0.027,0.246,0.046,0.591,0.732,0,0,0,0
13134,13135,134,45,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 12, point g Directive 2003/87/EC Article 10a, paragraph 8, subparagraph 1",0.0,122,committee,RCV,-,288,345,6,0,45,68,3,15,15,110,32,0.0,0.247,0.919,0.041,0.263,0.139,0.714,0.78,0,0,1,0
13135,13136,134,46,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 12, point g Directive 2003/87/EC Article 10a, paragraph 8, after subparagraph 3",0.0,222,The Left,RCV,-,133,505,3,0,3,68,1,11,3,11,36,0.0,0.016,0.919,0.014,0.193,0.028,0.071,0.878,0,0,0,0
13136,13137,134,47,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 12, point g Directive 2003/87/EC Article 10a, paragraph 8, subparagraph 7",0.0,131,committee,RCV,+,501,119,21,4,160,67,0,14,89,133,33,0.065,0.879,0.905,0.0,0.246,0.824,0.864,0.805,1,0,0,0
13137,13138,134,48,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, after point 12 Directive 2003/87/EC Article 10b",0.0,"223, 224D, 225D",The Left,RCV,-,128,504,9,0,3,65,0,7,2,17,34,0.0,0.016,0.878,0.0,0.123,0.019,0.11,0.829,0,0,0,0
13138,13139,134,49,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 14, point a Directive 2003/87/EC Article 10d, paragraph 1, after subparagraph 1",0.0,135,committee,RCV,+,363,274,2,0,40,68,1,13,82,126,32,0.0,0.22,0.919,0.014,0.228,0.759,0.818,0.78,0,0,1,0
13139,13140,134,50,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 14, point a Directive 2003/87/EC Article 10d, paragraph 1, after subparagraph 1",0.0,135,committee,RCV,+,497,132,11,3,163,68,0,14,90,127,31,0.048,0.896,0.919,0.0,0.246,0.833,0.825,0.756,1,0,0,0
13140,13141,134,51,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 14, point a Directive 2003/87/EC Article 10d, paragraph 1, subparagraph 2",0.0,136,committee,RCV,-,279,347,9,2,37,67,3,13,15,110,32,0.032,0.203,0.905,0.041,0.228,0.139,0.714,0.78,0,0,1,0
13141,13142,134,52,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, after point 19 Directive 2003/87/EC Article 29",0.0,389,ECR,RCV,-,157,473,14,52,30,1,51,16,5,1,1,0.839,0.165,0.014,0.699,0.281,0.046,0.006,0.024,0,0,0,0
13142,13143,134,53,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, after point 19 Directive 2003/87/EC Article 29",0.0,288,Greens/ EFA,RCV,-,223,408,12,1,9,66,0,13,20,84,29,0.016,0.049,0.892,0.0,0.228,0.185,0.545,0.707,0,0,0,0
13143,13144,134,54,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, after point 19 Directive 2003/87/EC After article 29",0.0,248,S&D,RCV,+,323,305,14,47,123,9,5,17,1,113,8,0.758,0.676,0.122,0.068,0.298,0.009,0.734,0.195,1,0,0,0
13144,13145,134,55,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, after point 19 Directive 2003/87/EC After article 29",0.0,325,MEPs,RCV,-,180,440,19,52,46,0,53,14,7,6,2,0.839,0.253,0.0,0.726,0.246,0.065,0.039,0.049,0,0,0,0
13145,13146,134,56,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, after point 19 Directive 2003/87/EC After article 29",0.0,326,MEPs,RCV,-,161,456,18,51,36,0,51,14,7,1,1,0.823,0.198,0.0,0.699,0.246,0.065,0.006,0.024,0,0,0,0
13146,13147,134,57,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 21 Directive 2003/87/EC Chapter IVa",0.0,286D= 391D=,"ID, ECR",RCV,-,197,419,19,56,40,0,55,15,7,17,6,0.903,0.22,0.0,0.753,0.263,0.065,0.11,0.146,0,0,0,0
13147,13148,134,58,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, paragraph 1, point 21 Directive 2003/87/EC Chapter IVa",0.0,327,MEPs,RCV,-,209,406,22,58,43,0,53,4,15,29,7,0.935,0.236,0.0,0.726,0.07,0.139,0.188,0.171,0,0,0,0
