,Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,Policy area,Subject,Final vote?,Am No.,Author,RCV,Vote,Yes,No,Abs,ECR,EPP,Greens/EFA,IDG,NI,REG,S&D,The Left,ECR%,EPP%,Greens/EFA%,IDG%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
12425,12426,125,1,24.03.2022,"EU-Brazil Agreement on short-stay visa waiver for holders of diplomatic, service or official passports",***,Leg,Draft legislative resolution,s,Rangel,A9-0030/2022,2018/0086/NLE,https://www.europarl.europa.eu/doceo/document/A-9-2022-0030_EN.html,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: consent,1.0,,0,RCV,+,587,3,0,53,151,63,51,28,88,118,35,0.855,0.83,0.851,0.699,0.491,0.815,0.766,0.854,1,0,0,0
12486,12487,126,1,05.04.2022,Strengthening the application of the principle of equal pay for equal work or work of equal value between men and women,***I,Leg,Draft legislative resolution,s,Peter‑Hansen/Rafaela,A9-0056/2022,2021/0050/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0056_EN.html,"Committee on Employment and Social Affairs, Committee on Women's Rights and Gender Equality",Employment & Social Affairs,vote: decision to enter interinstitutional negotiations,1.0,,0,RCV,+,403,166,58,1,70,69,23,15,71,124,30,0.016,0.385,0.932,0.315,0.263,0.657,0.805,0.732,0,0,1,0
12491,12492,126,1,05.04.2022,Trans-European energy infrastructure,***I,Leg,Draft legislative resolution,s,Krasnodębski,A9-0269/2021,2020/0360/COD,https://www.europarl.europa.eu/doceo/document/A-9-2021-0269_EN.html,"Committee on Industry, Research and Energy","Industry, Research & Energy",Provisional agreement,0.0,256,committee,RCV,+,410,146,72,48,161,0,0,20,64,114,3,0.774,0.885,0.0,0.0,0.351,0.593,0.74,0.073,1,0,0,0
12501,12502,126,1,05.04.2022,Equivalence of field inspections and of certain seed produced in Bolivia,***I,Leg,Draft legislative resolution,s,Vrecionová,A9-0053/2022,2022/0016/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0053_EN.html,Committee on Agriculture and Rural Development,Agriculture,single vote,1.0,,0,RCV,+,549,3,78,57,161,1,44,31,96,126,33,0.919,0.885,0.014,0.603,0.544,0.889,0.818,0.805,1,0,0,0
12503,12504,126,1,05.04.2022,Minimum level of training of seafarers (codification),***I,Leg,Draft legislative resolution,s,Aubry,A9-0080/2022,2020/0329/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0080_EN.html,Committee on Legal Affairs,Legal affairs,single vote,1.0,,0,RCV,+,623,4,2,57,160,69,51,32,95,126,33,0.919,0.879,0.932,0.699,0.561,0.88,0.818,0.805,1,0,0,0
12505,12506,127,1,06.04.2022,Data Governance Act,***I,Leg,Draft legislative resolution,s,Niebler,A9-0248/2021,2020/0340/COD,https://www.europarl.europa.eu/doceo/document/A-9-2021-0248_EN.html,"Committee on Industry, Research and Energy","Industry, Research & Energy",Provisional agreement,0.0,248,committee,RCV,+,501,12,40,43,143,56,36,23,88,111,1,0.694,0.786,0.757,0.493,0.404,0.815,0.721,0.024,1,0,0,0
12521,12522,127,1,07.04.2022,"Medicinal products made available in the UK with respect to Northern Ireland, Cyprus, Ireland and Malta",***I,Leg,Draft legislative resolution,s,Canfin,C9-0475/2021,2021/0431/COD,0,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: Commission proposal,1.0,,0,RCV,+,547,0,4,47,142,63,41,24,89,112,29,0.758,0.78,0.851,0.562,0.421,0.824,0.727,0.707,1,0,0,1
12522,12523,127,1,07.04.2022,"Investigational medicinal products made available in the UK with respect to Northern Ireland, Cyprus, Ireland and Malta",***I,Leg,Draft legislative resolution,s,Canfin,C9-0476/2021,2021/0432/COD,0,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: Commission proposal,1.0,,0,RCV,+,555,0,3,48,145,63,41,26,89,113,30,0.774,0.797,0.851,0.562,0.456,0.824,0.734,0.732,1,0,0,1
12523,12524,127,1,07.04.2022,Increased pre-financing from REACT-EU,***I,Leg,Draft legislative resolution,s,0,C9-0127/2022,2022/0096/COD,0,Committee on Regional Development,Regional development,vote: Commission proposal,1.0,,0,RCV,+,549,1,8,48,145,63,33,28,89,113,30,0.774,0.797,0.851,0.452,0.491,0.824,0.734,0.732,1,0,0,0
12524,12525,127,1,07.04.2022,Gas storage,***I,Leg,Draft legislative resolution,s,Buşoi,C9-0126/2022,2022/0090/COD,0,"Committee on Industry, Research and Energy","Industry, Research & Energy",vote: Commission proposal,1.0,,0,RCV,+,516,25,15,43,144,63,31,22,88,113,12,0.694,0.791,0.851,0.425,0.386,0.815,0.734,0.293,1,0,0,0
12783,12784,129,1,03.05.2022,Amending Annexes IV and V to Regulation (EU) 2019/1021 on persistent organic pollutants,***I,Leg,Draft legislative resolution,s,Hojsík,A9-0092/2022,2021/0340/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0092_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: Commission proposal,1.0,,0,RCV,+,506,68,49,5,153,67,4,17,94,131,35,0.081,0.841,0.905,0.055,0.298,0.87,0.851,0.854,1,0,0,0
12869,12870,130,1,04.05.2022,"Strengthening Europol’s mandate: cooperation with private parties, processing of personal data, and support for research and innovation",***I,Leg,Draft legislative resolution,s,Zarzalejos,A9-0290/2021,2020/0349/COD,https://www.europarl.europa.eu/doceo/document/A-9-2021-0290_EN.html,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Provisional agreement,0.0,202,committee,RCV,+,480,143,20,51,159,1,51,26,91,101,0,0.823,0.874,0.014,0.699,0.456,0.843,0.656,0.0,0,1,0,0
12870,12871,130,1,04.05.2022,Distortive foreign subsidies,***I,Leg,Draft legislative resolution,s,Hansen,A9-0135/2022,2021/0114/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0135_EN.html,Committee on International Trade,International trade,vote: Commission proposal,1.0,,0,RCV,+,627,8,11,55,161,64,57,36,95,131,28,0.887,0.885,0.865,0.781,0.632,0.88,0.851,0.683,1,0,0,0
12963,12964,131,1,05.05.2022,Transitional rules for the packaging and labelling of veterinary medicinal products,***I,Leg,Draft legislative resolution,s,0,C9-0054/2022,2022/0053/COD,0,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: Commission proposal,1.0,,0,RCV,+,589,5,2,52,144,63,54,32,94,117,33,0.839,0.791,0.851,0.74,0.561,0.87,0.76,0.805,1,0,0,0
13016,13017,132,1,19.05.2022,Temporary trade liberalisation supplementing trade concessions applicable to Ukrainian products under EU/Ukraine Association Agreement,***I,Leg,Draft legislative resolution,s,Kalniete,A9-0146/2022,2022/0138/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0146_EN.html,Committee on International Trade,International trade,single vote,1.0,,0,RCV,+,515,32,11,53,133,57,27,27,89,107,22,0.855,0.731,0.77,0.37,0.474,0.824,0.695,0.537,1,0,0,0
13019,13020,132,1,19.05.2022,Regulation (EU) 2016/1628: Extension of the empowerment to adopt delegated acts,***I,Leg,Draft legislative resolution,s,0,C9-0119/2022,2022/0080/COD,0,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: Commission proposal,1.0,,0,RCV,+,555,26,21,43,145,63,38,27,93,119,27,0.694,0.797,0.851,0.521,0.474,0.861,0.773,0.659,1,0,0,0
13068,13069,133,1,07.06.2022,"Extension of the Agreement on the promotion, provision and use of Galileo and GPS satellite-based navigation systems and related applications",***,Leg,Draft legislative resolution,s,Buşoi,A9-0153/2022,2022/0005/NLE,https://www.europarl.europa.eu/doceo/document/A-9-2022-0153_EN.html,"Committee on Industry, Research and Energy","Industry, Research & Energy",vote: consent,1.0,,0,RCV,+,556,4,13,52,146,59,51,21,86,112,28,0.839,0.802,0.797,0.699,0.368,0.796,0.727,0.683,1,0,0,0
13085,13086,134,1,08.06.2022,Strengthening Europol’s mandate: entry of alerts in SIS,***I,Leg,Draft legislative resolution,s,Zarzalejos,A9-0287/2021,2020/0350/COD,https://www.europarl.europa.eu/doceo/document/A-9-2021-0287_EN.html,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Provisional agreement,0.0,50,committee,RCV,+,470,118,16,53,152,1,49,19,87,108,0,0.855,0.835,0.014,0.671,0.333,0.806,0.701,0.0,1,0,0,0
13086,13087,134,1,08.06.2022,EU/Mauritania Sustainable Fisheries Partnership Agreement and Implementing Protocol,***,Leg,Draft legislative resolution,s,Bilbao Barandica,A9-0148/2022,2021/0300/NLE,https://www.europarl.europa.eu/doceo/document/A-9-2022-0148_EN.html,Committee on Fisheries,Fisheries,vote: consent,1.0,,0,RCV,+,557,34,31,53,161,64,21,18,91,129,19,0.855,0.885,0.865,0.288,0.316,0.843,0.838,0.463,1,0,0,0
