Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,De,Subject,Final vote?,Am No.,Author,RCV,Vote,Yeas,No,Abs,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
1078,49.0,1,2010-10-21 00:00:00,Instrument for Stability,***I,Leg,Draft legislative resolution,s,Brantner,A7-0066/2010 ,2009/0058/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0066&language=EN,Committee on Foreign Affairs,Foreign & security policy,vote: legislative resolution ,1.0,,0,RCV,+,564,41,6,40.0,17.0,222.0,46.0,13.0,68.0,158.0,0.0,0.702,0.548,0.813,0.807,0.394,0.819,0.81,0.0,1,0,0,0
1079,49.0,1,2010-10-21 00:00:00,"Financing instrument for development cooperation
Report on the proposal for a regulation of the European Parliament and of the Council amending Regulation (EC) No 1905/2006 establishing a financing instrument for development cooperation and Regulation (EC) No 1889/2006 on establishing a financing instrument for the promotion of democracy and human rights worldwide",***I,Leg,Draft legislative resolution,s,Mitchell,A7-0078/2010 ,2009/0060A/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0078&language=EN,Committee on Development,Development,vote: legislative resolution ,1.0,,0,RCV,+,583,6,19,40.0,18.0,220.0,47.0,9.0,69.0,158.0,22.0,0.702,0.581,0.806,0.825,0.273,0.831,0.81,0.629,1,0,0,0
1081,49.0,1,2010-10-21 00:00:00,Financing instrument for cooperation with industrialised countries,***I,Leg,Draft legislative resolution,s,Scholz,A7-0052/2010 ,2009/0059/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0052&language=EN,Committee on International Trade,International trade,vote: legislative resolution ,1.0,,0,RCV,+,586,27,10,41.0,16.0,226.0,48.0,8.0,70.0,158.0,19.0,0.719,0.516,0.828,0.842,0.242,0.843,0.81,0.543,1,0,0,0
1082,49.0,1,2010-10-21 00:00:00,Financing instrument for development cooperation - Report on the proposal for a regulation of the European Parliament and of the Council amending Regulation (EC) No 1905/2006 establishing a financing instrument for development cooperation,***I,Leg,Draft legislative resolution,s,Goerens ,A7-0285/2010 ,2010/0059/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0285&language=EN,Committee on Development,Development,vote: legislative resolution ,1.0,,0,RCV,+,574,17,25,39.0,15.0,223.0,47.0,14.0,70.0,159.0,7.0,0.684,0.484,0.817,0.825,0.424,0.843,0.815,0.2,1,0,0,0
1084,49.0,2,2010-10-21 00:00:00,Indication of the country of origin of certain products imported from third countries,***I,Leg,Draft legislative resolution,s,Muscardini,A7-0273/2010 ,2005/0254/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0273&language=EN,Committee on International Trade,International trade,vote: legislative resolution ,1.0,,0,RCV,+,525,49,44,6.0,14.0,197.0,48.0,15.0,61.0,158.0,26.0,0.105,0.452,0.722,0.842,0.455,0.735,0.81,0.743,1,0,0,0
1098,50.0,1,2010-11-11 00:00:00,Amendment of Regulation (EC) No 539/2001 listing the third countries whose nationals must be in possession of visas when crossing the external borders of Member States and those whose nationals are exempt from that requirement,***I,Leg,Draft legislative resolution,s,Díaz de Mera García Consuegra ,A7-0294/2010 ,2010/0192/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0294&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution ,1.0,,0,RCV,+,559,40,13,43.0,17.0,223.0,46.0,8.0,67.0,154.0,1.0,0.754,0.548,0.817,0.807,0.242,0.807,0.79,0.029,1,0,0,0
1099,50.0,1,2010-11-11 00:00:00,Amendment of Regulation (EC) No 663/2009 establishing a programme to aid economic recovery by granting Community financial assistance to projects in the field of energy,***I,Leg,Draft legislative resolution,s,Van Brempt ,A7-0246/2010 ,2010/0150/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0246&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution ,1.0,,0,RCV,+,582,27,7,43.0,16.0,224.0,46.0,8.0,70.0,156.0,19.0,0.754,0.516,0.821,0.807,0.242,0.843,0.8,0.543,1,0,0,0
1127,51.0,1,2010-11-23 00:00:00,Aid granted in the framework of the German alcohol monopoly,***I,Leg,Draft legislative resolution,s,De Castro ,A7-0305/2010 ,2010/0183/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0305&language=EN,Committee on Agriculture and Rural Development,Agriculture,single vote,1.0,,0,RCV,+,615,24,14,40.0,16.0,237.0,51.0,13.0,69.0,166.0,23.0,0.702,0.516,0.868,0.895,0.394,0.831,0.851,0.657,1,0,0,0
1128,51.0,1,2010-11-23 00:00:00,Duty-free treatment for specified pharmaceutical active ingredients bearing an 'international non-proprietary name' (INN) from the World Health Organisation and specified products used for the manufacture of finished pharmaceuticals,***I,Leg,Draft legislative resolution,s,Moreira ,A7-0316/2010 ,2010/0214/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0316&language=EN,Committee on International Trade,International trade,single vote,1.0,,0,RCV,+,639,3,19,47.0,18.0,240.0,52.0,15.0,72.0,170.0,25.0,0.825,0.581,0.879,0.912,0.455,0.867,0.872,0.714,1,0,0,0
1130,51.0,1,2010-11-23 00:00:00,Long-term plan for the anchovy stock in the Bay of Biscay and the fisheries exploiting that stock,***I,Leg,Draft legislative resolution,s,Bilbao Barandica ,A7-0299/2010 ,2009/0112/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0299&language=EN,Committee on Fisheries,Fisheries,vote: legislative resolution ,1.0,,0,RCV,+,612,33,13,46.0,15.0,238.0,51.0,13.0,75.0,152.0,22.0,0.807,0.484,0.872,0.895,0.394,0.904,0.779,0.629,1,0,0,0
1131,51.0,1,2010-11-23 00:00:00,Multiannual plan for the western stock of Atlantic horse mackerel and the fisheries exploiting that stock,***I,Leg,Draft legislative resolution,s,Gallagher ,A7-0296/2010 ,2009/0057/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0296&language=EN,Committee on Fisheries,Fisheries,vote: legislative resolution ,1.0,,0,RCV,+,618,15,19,46.0,17.0,240.0,48.0,12.0,72.0,164.0,19.0,0.807,0.548,0.879,0.842,0.364,0.867,0.841,0.543,1,0,0,0
1132,51.0,1,2010-11-23 00:00:00,"Prohibition of highgrading and restrictions on fishing for flounder and turbot in the Baltic Sea, the Belts and the Sound",***I,Leg,Draft legislative resolution,s,Gróbarczyk,A7-0295/2010 ,2010/0175/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0295&language=EN,Committee on Fisheries,Fisheries,vote: legislative resolution ,1.0,,0,RCV,+,626,13,5,48.0,16.0,232.0,47.0,15.0,72.0,169.0,27.0,0.842,0.516,0.85,0.825,0.455,0.867,0.867,0.771,1,0,0,0
1133,51.0,1,2010-11-23 00:00:00,Use of alien and locally absent species in aquaculture,***I,Leg,Draft legislative resolution,s, Ferreira ,A7-0184/2010 ,2009/0153/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0184&language=EN,Committee on Fisheries,Fisheries,vote: legislative resolution ,1.0,,0,RCV,+,638,16,11,48.0,18.0,238.0,49.0,10.0,75.0,173.0,27.0,0.842,0.581,0.872,0.86,0.303,0.904,0.887,0.771,1,0,0,0
1143,52.0,1,2010-11-24 00:00:00,Information on medicinal products (Community procedures for the authorisation and supervision of medicinal products),***I,Leg,Motion for a resolution,s,Fjellner,A7-0289/2010 ,2008/0255/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0289&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution ,1.0,,0,RCV,+,564,41,45,50.0,9.0,239.0,37.0,12.0,67.0,148.0,2.0,0.877,0.29,0.875,0.649,0.364,0.807,0.759,0.057,1,0,0,0
1144,52.0,1,2010-11-24 00:00:00,Restriction of the use of certain hazardous substances in electrical and electronic equipment,***I ,Leg,Motion for a resolution,s,Evans,A7-0196/2010 ,2008/0240/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0196&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution ,1.0,,0,RCV,+,640,3,12,48.0,10.0,246.0,50.0,10.0,73.0,174.0,29.0,0.842,0.323,0.901,0.877,0.303,0.88,0.892,0.829,1,0,0,0
1235,54.0,1,2010-12-14 00:00:00,Extension of the scope of Directive 2003/109/EC to beneficiaries of international protection,***I,Leg,Draft legislative resolution,s,Moraes,A7-0347/2010 ,2007/0112/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0347&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",single vote,1.0,,0,RCV,+,561,29,61,2.0,5.0,238.0,47.0,8.0,68.0,164.0,29.0,0.035,0.161,0.872,0.825,0.242,0.819,0.841,0.829,1,0,0,0
1257,54.0,1,2010-12-14 00:00:00,European Protection Order,***I,Leg,Draft legislative resolution,s,"Jiménez-Becerril Barrio, Carmen Romero López",A7-0354/2010,2010/0802/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0354&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution ,1.0,,0,RCV,+,610,13,56,3.0,17.0,248.0,53.0,13.0,76.0,171.0,29.0,0.053,0.548,0.908,0.93,0.394,0.916,0.877,0.829,1,0,0,0
1259,54.0,2,2010-12-14 00:00:00,Trafficking in human beings,***I,Leg,Draft legislative resolution,s,"Bauer, Hedh",A7-0348/2010,2010/0065/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0348&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution ,1.0,,0,RCV,+,643,10,14,46.0,21.0,244.0,51.0,11.0,75.0,167.0,28.0,0.807,0.677,0.894,0.895,0.333,0.904,0.856,0.8,1,0,0,0
1273,55.0,1,2010-12-15 00:00:00,Repeal of directives regarding metrology,***I,Leg,Draft legislative resolution,s,Weisgerber,A7-0050/2010 ,2008/0227/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0050&language=EN,Committee on the Internal Market and Consumer Protection,Internal market & consumer protection,vote: legislative resolution ,1.0,,0,RCV,+,656,0,2,42.0,19.0,247.0,52.0,26.0,76.0,167.0,27.0,0.737,0.613,0.905,0.912,0.788,0.916,0.856,0.771,1,0,0,1
1298,56.0,1,2010-12-16 00:00:00,Control by Member States of the Commission’s exercise of implementing powers,***I,Leg,Draft legislative resolution,s,Szájer,A7-0355/2010 ,2010/0051/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0355&language=EN,Committee on Legal Affairs,Constitutional and inter-institutional affairs,vote: legislative resolution ,1.0,,0,RCV,+,567,4,18,35.0,19.0,215.0,49.0,16.0,71.0,144.0,18.0,0.614,0.613,0.788,0.86,0.485,0.855,0.738,0.514,1,0,0,0
1352,57.0,1,2011-01-18 00:00:00,Mergers of public limited liability companies (codified version),***I,Leg,Draft legislative resolution,s,Maštálka,A7-0363/2010,2008/0009/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0363&language=EN,Committee on Legal Affairs,Juridical Affairs,single vote,1.0,,0,RCV,+,573,17,4,48.0,18.0,225.0,44.0,10.0,69.0,141.0,18.0,0.842,0.581,0.824,0.772,0.303,0.831,0.723,0.514,1,0,0,0
1361,58.0,1,2011-01-19 00:00:00,EU-Cameroon forest law agreement,***,Leg,Draft legislative resolution,s,Jadot,A7-0371/2010 ,2010/0217/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0371&language=EN,Committee on International Trade,International trade,single vote,1.0,,0,RCV,+,650,14,8,50.0,21.0,238.0,53.0,15.0,80.0,168.0,25.0,0.877,0.677,0.872,0.93,0.455,0.964,0.862,0.714,1,0,0,0
1373,60.0,1,3.02.2011,Financing instrument for the promotion of democracy and human rights worldwide (amendment of Regulation (EC) No 1889/2006),***II,Leg,Draft legislative resolution-Recommendation for second reading,s,"Lochbihler, Gál",A7-0014/2011,2009/0060B/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0014&language=EN,Committee on Foreign Affairs,Foreign & security policy,Amendment  by the committee responsible   ,0.0,1,committee  ,RCV,+,586,33,8,44.0,9.0,223.0,46.0,13.0,70.0,158.0,23.0,0.772,0.29,0.817,0.807,0.394,0.843,0.81,0.657,1,0,0,0
1374,60.0,1,3.02.2011,A financing instrument for development cooperation (amendment of Regulation (EC) No 1905/2006),***II,Leg,Draft legislative resolution-Recommendation for second reading,s,Mitchell ,A7-0006/2011,2009/0060A/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0006&language=EN,Committee on Development,Development,Amendment  by the committee responsible   ,0.0,1,committee  ,RCV,+,585,32,10,45.0,7.0,223.0,46.0,12.0,73.0,157.0,22.0,0.789,0.226,0.817,0.807,0.364,0.88,0.805,0.629,1,0,0,0
1375,60.0,1,3.02.2011,Establishment of a financing instrument for cooperation with industrialised countries (amendment of Regulation (EC) No 1934/2006),***II,Leg,Draft legislative resolution-Recommendation for second reading,s,Scholz,A7-0005/2011,2009/0059/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0005&language=EN,Committee on International Trade,International trade,Amendment  by the committee responsible   ,0.0,1,committee  ,RCV,+,586,23,23,40.0,9.0,225.0,47.0,6.0,73.0,159.0,27.0,0.702,0.29,0.824,0.825,0.182,0.88,0.815,0.771,1,0,0,0
1392,60.0,1,3.02.2011,Agreements on trade in bananas,***,Leg,Draft legislative resolution,s,Balzani,A7-0002/2011,2010/0057/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0002&language=EN,Committee on International Trade,International trade,vote: legislative resolution ,1.0,,0,RCV,+,501,113,18,46.0,8.0,215.0,5.0,5.0,66.0,155.0,1.0,0.807,0.258,0.788,0.088,0.152,0.795,0.795,0.029,1,0,0,0
1415,61.0,1,2011-02-15 00:00:00,"Agreement between the EC and South Africa on trade, development and cooperation", *** ,Leg,Draft legislative resolution-Recommendation,s,Joly,A7-0018/2011 ,2010/0119/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0018&language=EN,Committee on Development,Development,single vote,1.0,,0,RCV,+,521,4,26,40.0,17.0,210.0,42.0,13.0,58.0,127.0,14.0,0.702,0.548,0.769,0.737,0.394,0.699,0.651,0.4,0,1,0,0
1422,61.0,1,2011-02-15 00:00:00,Enhanced cooperation in the area of the creation of unitary patent protection,***,Leg,Draft legislative resolution-Recommendation,s,Heiner Lehne ,A7-0021/2011 ,2010/0384/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0021&language=EN,Committee on Legal Affairs,Juridical Affairs,vote: legislative resolution  ,1.0,,0,RCV,+,471,160,42,45.0,10.0,186.0,2.0,8.0,80.0,138.0,2.0,0.789,0.323,0.681,0.035,0.242,0.964,0.708,0.057,1,0,0,0
1450,63.0,1,2011-02-17 00:00:00,Bilateral safeguard clause in the EU-Korea free trade agreement,***I,Leg,Draft legislative resolution-Ordinary legislative procedure: first reading,s,ZALBA BIDEGAIN,A7-0210/2010,2010/0032/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0210&language=EN,International Trade,International trade,vote: legislative resolution  ,1.0,,0,RCV,+,495,16,75,37.0,17.0,211.0,1.0,14.0,66.0,147.0,2.0,0.649,0.548,0.773,0.018,0.424,0.795,0.754,0.057,1,0,0,0
1455,63.0,1,2011-02-17 00:00:00,Free trade agreement between the EU and the Republic on Korea,***,Leg,Draft legislative resolution-Recommendation,s,STURDY,A7-0034/2011,2010/0075/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0034&language=EN,International Trade,International trade,vote: legislative resolution  ,1.0,,0,RCV,+,465,128,19,37.0,12.0,211.0,0.0,10.0,64.0,131.0,0.0,0.649,0.387,0.773,0.0,0.303,0.771,0.672,0.0,1,0,0,0
1566,68.0,1,2011-03-24 00:00:00,Amendment of Council Regulation (EC) No 55/2008 introducing autonomous trade preferences for the Republic of Moldova,***I,Leg,Draft legislative resolution,s,Moreira,A7-0041/2011 ,2010/0318/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0041&language=EN,Committee on International Trade,International trade,single vote,1.0,,0,RCV,+,563,14,14,44.0,13.0,220.0,42.0,10.0,58.0,156.0,20.0,0.772,0.419,0.806,0.737,0.303,0.699,0.8,0.571,1,0,0,0
1567,68.0,1,2011-03-24 00:00:00,Generalised tariff preferences,***I,Leg,Draft legislative resolution,s,Scholz ,A7-0051/2011 ,2010/0318/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0051&language=EN,Committee on International Trade,International trade,single vote,1.0,,0,RCV,+,598,5,16,47.0,18.0,221.0,51.0,10.0,67.0,162.0,22.0,0.825,0.581,0.81,0.895,0.303,0.807,0.831,0.629,1,0,0,0
1577,68.0,1,2011-03-24 00:00:00,European Network and Information Security Agency,***I,Leg,Draft legislative resolution,s,Chichester ,A7-0039/2011 ,2010/0274/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0039&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution  ,1.0,,0,RCV,+,597,22,11,45.0,18.0,236.0,50.0,5.0,67.0,156.0,20.0,0.789,0.581,0.864,0.877,0.152,0.807,0.8,0.571,1,0,0,0
1608,70.0,1,2011-04-06 00:00:00,European statistics on tourism,***I,Leg,Draft legislative resolution,s,Simpson,A7-0329/2010 ,2010/0063/COD,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+REPORT+A7-2010-0329+0+DOC+XML+V0//EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution  ,1.0,,0,RCV,+,634,30,10,46.0,12.0,240.0,46.0,10.0,74.0,177.0,29.0,0.807,0.387,0.879,0.807,0.303,0.892,0.908,0.829,1,0,0,0
1612,70.0,4,2011-04-06 00:00:00,Community financial measures for the implementation of the common fisheries policy and in the area of the Law of the Sea,***I,Leg,Draft legislative resolution,s, Ferreira ,A7-0017/2011 ,2010/0080/COD,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+REPORT+A7-2011-0017+0+DOC+XML+V0//EN ,Committee on Fisheries,Fisheries,vote: legislative resolution  ,1.0,,0,RCV,+,633,26,13,46.0,18.0,237.0,50.0,12.0,70.0,174.0,26.0,0.807,0.581,0.868,0.877,0.364,0.843,0.892,0.743,1,0,0,0
1644,71.0,1,2011-04-07 00:00:00,Vaccination against bluetongue,***I,Leg,Draft legislative resolution,s,Wojciechowski,A7-0121/2011,2010/0326/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0121&language=EN,Committee on Agriculture and Rural Development,Agriculture,vote: legislative resolution  ,1.0,,0,RCV,+,587,1,19,43.0,19.0,207.0,45.0,19.0,61.0,164.0,29.0,0.754,0.613,0.758,0.789,0.576,0.735,0.841,0.829,1,0,0,0
1769,72.0,2,2011-05-10 00:00:00,Transitional arrangements for bilateral investment agreements between Member States and third countries,***I,Leg,Draft legislative resolution,s,Schlyter,A7-0148/2011,2010/0197/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0148&language=EN,Committee on International Trade,International trade,vote: legislative resolution  ,1.0,,0,RCV,+,345,246,14,38.0,17.0,218.0,0.0,4.0,66.0,2.0,0.0,0.667,0.548,0.799,0.0,0.121,0.795,0.01,0.0,0,1,0,0
1771,73.0,1,2011-05-11 00:00:00,Indications or marks identifying the lot to which a foodstuff belongs  ,***I,Leg,Draft legislative resolution,s,Karim,A7-0095/2011,2010/0259/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0095&language=EN,Committee on Legal Affairs,Juridical affairs,single vote,1.0,,0,RCV,+,348,7,4,26.0,13.0,139.0,17.0,8.0,27.0,99.0,19.0,0.456,0.419,0.509,0.298,0.242,0.325,0.508,0.543,0,0,0,0
1772,73.0,1,2011-05-11 00:00:00,Approximation of the laws of the Member States relating to units of measurement  ,***I,Leg,Draft legislative resolution,s,Karim,A7-0089/2011,2010/0260/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2011-0089&language=EN,Committee on Legal Affairs,Juridical affairs,single vote,1.0,,0,RCV,+,428,10,6,31.0,12.0,166.0,23.0,10.0,40.0,124.0,22.0,0.544,0.387,0.608,0.404,0.303,0.482,0.636,0.629,0,0,0,0
