Vote ID;File;Order of vote;Date;O'clock;Title;Title_Ro;Title_Fr;Title_German;Title_Polski;Procedure;Leg/Non-Leg/Bud;Type of Vote;Voting Rule;Rapporteur;Code;interinstitutional file number;Link;Committee responsabile;De/Policy area;Subject;Subject_ro;Subject_fr;Subject_ger;Subject_pl;"Final vote?";Am No.;Author;RCV;Vote;Yeas;No;Abs
9955;220;36;27.03.2019;;European Regional Development Fund and Cohesion Fund;;;;;***I;Leg;Draft legislative resolution;s;Cozzolino;A8-0094/2019;2018/0197/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0094_EN.html?redirect;Committee on Regional Development;Development;Article 6, paragraph 2 ;;;;;0;246D ;EUL/NGL ;RCV;-;105;510;9
9956;220;37;27.03.2019;;European Regional Development Fund and Cohesion Fund;;;;;***I;Leg;Draft legislative resolution;s;Cozzolino;A8-0094/2019;2018/0197/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0094_EN.html?redirect;Committee on Regional Development;Development;Article 7, after paragraph 4;;;;;0;189;EFDD;RCV;-;158;445;21
9957;220;38;27.03.2019;;European Regional Development Fund and Cohesion Fund;;;;;***I;Leg;Draft legislative resolution;s;Cozzolino;A8-0094/2019;2018/0197/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0094_EN.html?redirect;Committee on Regional Development;Development;Article 7, after paragraph 4;;;;;0;108;committee ;RCV;+;402;160;59
9958;220;39;27.03.2019;;European Regional Development Fund and Cohesion Fund;;;;;***I;Leg;Draft legislative resolution;s;Cozzolino;A8-0094/2019;2018/0197/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0094_EN.html?redirect;Committee on Regional Development;Development;Article 11, paragraph 3, point d;;;;;0;248D;EUL/NGL ;RCV;-;69;534;21
9959;220;40;27.03.2019;;European Regional Development Fund and Cohesion Fund;;;;;***I;Leg;Draft legislative resolution;s;Cozzolino;A8-0094/2019;2018/0197/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0094_EN.html?redirect;Committee on Regional Development;Development;Recital 14;;;;;0;195= 201=;EUL/NGL, Greens/ EFA;RCV;-;275;332;16
9960;220;41;27.03.2019;;European Regional Development Fund and Cohesion Fund;;;;;***I;Leg;Draft legislative resolution;s;Cozzolino;A8-0094/2019;2018/0197/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0094_EN.html?redirect;Committee on Regional Development;Development;Recital 14 ;;;;;0;11;committee;RCV;+;470;115;28
9961;220;42;27.03.2019;;European Regional Development Fund and Cohesion Fund;;;;;***I;Leg;Draft legislative resolution;s;Cozzolino;A8-0094/2019;2018/0197/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0094_EN.html?redirect;Committee on Regional Development;Development;After recital 17 ;;;;;0;15;committee;RCV;+;444;158;19
9962;220;43;27.03.2019;;European Regional Development Fund and Cohesion Fund;;;;;***I;Leg;Draft legislative resolution;s;Cozzolino;A8-0094/2019;2018/0197/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0094_EN.html?redirect;Committee on Regional Development;Development;Recital 20;;;;;0;223;committee;RCV;-;48;463;117
9963;220;44;27.03.2019;;European Regional Development Fund and Cohesion Fund;;;;;***I;Leg;Draft legislative resolution;s;Cozzolino;A8-0094/2019;2018/0197/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0094_EN.html?redirect;Committee on Regional Development;Development;vote: Commission proposal ;;;;;1;;0;RCV;+;475;93;53
9964;220;1;27.03.2019;;Emission performance standards for new passenger cars and for new light commercial vehicles;;;;;***I;Leg;Draft legislative resolution;s;Dalli;A8-0287/2018;2017/0293/COD;http://www.europarl.europa.eu/doceo/document/A-8-2018-0287_EN.html?redirect;Committee on the Environment, Public Health and Food Safety;Environment & public health;Provisional agreement;;;;;0;100;committee;RCV;+;521;63;34
9965;220;1;27.03.2019;;Reduction of the impact of certain plastic products on the environment;;;;;***I;Leg;Draft legislative resolution;s;Ries;A8-0317/2018;2018/0172/COD;http://www.europarl.europa.eu/doceo/document/A-8-2018-0317_EN.html?redirect;Committee on the Environment, Public Health and Food Safety;Environment & public health;Provisional agreement;;;;;0;159;committee;RCV;+;560;35;28
9966;220;1;27.03.2019;;EU fertilising products;;;;;***I;Leg;Draft legislative resolution;s;Ţurcanu ;A8-0270/2017;2016/0084/COD;http://www.europarl.europa.eu/doceo/document/A-8-2017-0270_EN.html?redirect;Committee on the Internal Market and Consumer Protection;Internal market & consumer protection;Provisional agreement;;;;;0;405;committee;RCV;+;582;38;7
9967;220;1;27.03.2019;;Protection of workers from the risks related to exposure to carcinogens or mutagens at work;;;;;***I;Leg;Draft legislative resolution;s;Agea;A8-0382/2018;2018/0081/COD;http://www.europarl.europa.eu/doceo/document/A-8-2018-0382_EN.html?redirect;Committee on Employment and Social Affairs;Employment & social affairs;Provisional agreement;;;;;0;28;committee;RCV;+;586;10;26
9968;220;1;27.03.2019;;Common rules for certain types of combined transport of goods between Member States;;;;;***I;Leg;Draft legislative resolution;s;Aiuto;A8-0259/2018;2017/0290/COD;http://www.europarl.europa.eu/doceo/document/A-8-2018-0259_EN.html?redirect;Committee on Transport and Tourism;Transport & tourism;"Article 1, paragraph 1, point 2
Directive 92/106/EEC Article 1, after paragraph 4";;;;;0;87;ECR ;RCV;-;109;491;21
9969;220;2;27.03.2019;;Common rules for certain types of combined transport of goods between Member States;;;;;***I;Leg;Draft legislative resolution;s;Aiuto;A8-0259/2018;2017/0290/COD;http://www.europarl.europa.eu/doceo/document/A-8-2018-0259_EN.html?redirect;Committee on Transport and Tourism;Transport & tourism;vote: Commission proposal ;;;;;1;;0;RCV;+;497;78;52
9970;220;1;27.03.2019;;Objection pursuant to Rule 106: Genetically modified soybean MON 87751 (MON-87751- 7);;;;;;Non;Motion for resolution;s;0;B8-0216/2019;2019/2603/RSP;http://www.europarl.europa.eu/doceo/document/B-8-2019-0216_EN.html?redirect;Committee on the Environment, Public Health and Food Safety;Environment & public health;vote: resolution (as a whole);;;;;1;;0;RCV;+;373;206;31
9971;220;1;27.03.2019;;Objection pursuant to Rule 106: Genetically modified maize 1507 x NK603 (DAS-Ø15Ø7-1 x MON-ØØ6Ø3-6);;;;;;Non;Motion for resolution;s;0;B8-0217/2019;2019/2604/RSP;http://www.europarl.europa.eu/doceo/document/B-8-2019-0217_EN.html?redirect;Committee on the Environment, Public Health and Food Safety;Environment & public health;vote: resolution (as a whole);;;;;1;;0;RCV;+;407;185;24
9972;220;1;27.03.2019;;Objection pursuant to Rule 106: Certain uses of bis(2-ethylhexyl) phthalate (DEHP) (DEZA a.s.);;;;;;Non;Motion for resolution;s;0;B8-0218/2019;2019/2605/RSP;http://www.europarl.europa.eu/doceo/document/B-8-2019-0218_EN.html?redirect;Committee on the Environment, Public Health and Food Safety;Environment & public health;vote: resolution (as a whole);;;;;1;;0;RCV;+;545;50;24
9973;220;1;27.03.2019;;Objection pursuant to Rule 106: Certain uses of chromium trioxide;;;;;;Non;Motion for resolution;s;0;B8-0221/2019;2019/2654/RSP;http://www.europarl.europa.eu/doceo/document/B-8-2019-0221_EN.html?redirect;Committee on the Environment, Public Health and Food Safety;Environment & public health;vote: resolution (as a whole);;;;;1;;0;RCV;+;308;286;24
9974;220;1;27.03.2019;;Post-Arab Spring: way forward for the Middle East and North Africa (MENA) region;;;;;;Non;Motion for resolution;s;Benifei;A8-0077/2019;2018/2160/INI;http://www.europarl.europa.eu/doceo/document/A-8-2019-0077_EN.html?redirect;Committee on Foreign Affairs;Foreign and security policy;vote: resolution (as a whole);;;;;1;;0;RCV;+;408;108;90
9975;221;1;28.03.2019;;Listing the third countries whose nationals must be in possession of visas when crossing the external borders and those whose nationals are exempt from that requirement (Kosovo);;;;;***I;Leg;Draft legislative resolution;s;Fajon;A8-0261/2016;2016/0139/COD;http://www.europarl.europa.eu/doceo/document/A-8-2016-0261_EN.html?redirect;Committee on Civil Liberties, Justice and Home Affairs;Civil liberties, justice & home affairs;Proposal to reject the Commission proposal;;;;;0;1= 2=;EFDD ENF;RCV;-;105;335;5
9976;221;2;28.03.2019;;Listing the third countries whose nationals must be in possession of visas when crossing the external borders and those whose nationals are exempt from that requirement (Kosovo);;;;;***I;Leg;Draft legislative resolution;s;Fajon;A8-0261/2016;2016/0139/COD;http://www.europarl.europa.eu/doceo/document/A-8-2016-0261_EN.html?redirect;Committee on Civil Liberties, Justice and Home Affairs;Civil liberties, justice & home affairs;vote: Commission proposal ;;;;;1;;0;RCV;+;331;126;12
9977;221;1;28.03.2019;;Increasing the efficiency of restructuring, insolvency and discharge procedures ;;;;;***I;Leg;Draft legislative resolution;s;Niebler;A8-0269/2018;2016/0359/COD;http://www.europarl.europa.eu/doceo/document/A-8-2018-0269_EN.html?redirect;Committee on Legal Affairs;Legal Affairs;Provisional agreement;;;;;0;109;committee;RCV;+;327;34;142
9978;221;1;28.03.2019;;Exercise of copyright and related rights applicable to certain online transmissions and retransmissions of television and radio programmes;;;;;***I;Leg;Draft legislative resolution;s;Svoboda;A8-0378/2017;2016/0284/COD;http://www.europarl.europa.eu/doceo/document/A-8-2017-0378_EN.html?redirect;Committee on Legal Affairs;Legal Affairs;Provisional agreement;;;;;0;39;committee;RCV;+;460;53;8
9979;221;1;28.03.2019;;Establishing the Creative Europe programme (2021 to 2027) ;;;;;***I;Leg;Draft legislative resolution;s;Costa;A8-0156/2019;2018/0190/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0156_EN.html?redirect;Committee on Culture and Education;Culture & Education;Proposal to reject the Commission proposal;;;;;0;173;EFDD ;RCV;-;47;481;5
9980;221;2;28.03.2019;;Establishing the Creative Europe programme (2021 to 2027) ;;;;;***I;Leg;Draft legislative resolution;s;Costa;A8-0156/2019;2018/0190/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0156_EN.html?redirect;Committee on Culture and Education;Culture & Education;Amendments by the committee responsible - separate vote;;;;;0;19;committee ;RCV;+;431;76;32
9981;221;3;28.03.2019;;Establishing the Creative Europe programme (2021 to 2027) ;;;;;***I;Leg;Draft legislative resolution;s;Costa;A8-0156/2019;2018/0190/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0156_EN.html?redirect;Committee on Culture and Education;Culture & Education;Amendments by the committee responsible - separate vote ;;;;;0;101;committee ;RCV;+;477;48;27
9982;221;4;28.03.2019;;Establishing the Creative Europe programme (2021 to 2027) ;;;;;***I;Leg;Draft legislative resolution;s;Costa;A8-0156/2019;2018/0190/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0156_EN.html?redirect;Committee on Culture and Education;Culture & Education;vote: Commission proposal ;;;;;1;;0;RCV;+;501;51;42
9983;221;1;28.03.2019;;Erasmus': the Union programme for education, training, youth and sport;;;;;***I;Leg;Draft legislative resolution;s;Zver;A8-0111/2019;2018/0191/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0111_EN.html?redirect;Committee on Culture and Education;Culture & Education;Amendments by the committee responsible - separate vote;;;;;0;82;committee ;RCV;+;477;82;30
9984;221;2;28.03.2019;;Erasmus': the Union programme for education, training, youth and sport;;;;;***I;Leg;Draft legislative resolution;s;Zver;A8-0111/2019;2018/0191/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0111_EN.html?redirect;Committee on Culture and Education;Culture & Education;Article 6, paragraph 1, point f;;;;;0;179;ENF ;RCV;-;137;449;6
9985;221;3;28.03.2019;;Erasmus': the Union programme for education, training, youth and sport;;;;;***I;Leg;Draft legislative resolution;s;Zver;A8-0111/2019;2018/0191/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0111_EN.html?redirect;Committee on Culture and Education;Culture & Education;Article 8, paragraph 1, point c;;;;;0;180D;ENF ;RCV;-;81;496;10
9986;221;4;28.03.2019;;Erasmus': the Union programme for education, training, youth and sport;;;;;***I;Leg;Draft legislative resolution;s;Zver;A8-0111/2019;2018/0191/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0111_EN.html?redirect;Committee on Culture and Education;Culture & Education;Article 29, paragraph 1;;;;;0;181;ENF ;RCV;-;73;513;11
9987;221;5;28.03.2019;;Erasmus': the Union programme for education, training, youth and sport;;;;;***I;Leg;Draft legislative resolution;s;Zver;A8-0111/2019;2018/0191/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0111_EN.html?redirect;Committee on Culture and Education;Culture & Education;After recital 30;;;;;0;178;ENF ;RCV;-;105;480;14
9988;221;6;28.03.2019;;Erasmus': the Union programme for education, training, youth and sport;;;;;***I;Leg;Draft legislative resolution;s;Zver;A8-0111/2019;2018/0191/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0111_EN.html?redirect;Committee on Culture and Education;Culture & Education;vote: Commission proposal ;;;;;1;;0;RCV;+;527;30;48
9989;221;1;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Amendments by the committee responsible - separate vote;;;;;0;13;committee;RCV;+;540;50;8
9990;221;2;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Amendments by the committee responsible - separate vote ;;;;;0;13;committee;RCV;+;309;283;9
9991;221;3;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 1, paragraph 2, point a;;;;;0;35cp2= 55cp2= ;committee, EPP;RCV;+;514;81;8
9992;221;4;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 1, paragraph 2, point a;;;;;0;35cp2= 55cp2= ;committee, EPP;RCV;+;316;284;1
9993;221;5;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 1, paragraph 2, point b;;;;;0;35cp3= 55cp3=;committee, EPP;RCV;+;321;280;4
9994;221;6;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 1, paragraph 2, after point b;;;;;0;87cp1= 96cp3=;S&D, EUL/NGL ;RCV;+;321;283;3
9995;221;7;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 1, after point 2;;;;;0;59= 87cp2= 96cp4=;Greens/ EFA, S&D, EUL/NGL;RCV;+;342;262;2
9996;221;8;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;After article 3;;;;;0;62= 98=;Greens/ EFA, EUL/NGL;RCV;-;244;334;25
9997;221;9;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 6, paragraph 1, point b;;;;;0;66;Greens/ EFA, S&D ;RCV;+;304;297;3
9998;221;10;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;After article 11 ;;;;;0;"67=
90= 100=";Greens/ EFA, S&D, EUL/NGL;RCV;-;267;332;3
9999;221;11;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;After article 11 ;;;;;0;56;EFDD ;RCV;-;262;329;9
10000;221;12;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 12, after paragraph 1;;;;;0;91;S&D ;RCV;-;294;296;15
10001;221;13;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 12, after paragraph 1;;;;;0;92;S&D ;RCV;-;278;307;20
10002;221;14;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 13 ;;;;;0;102;EUL/NGL ;RCV;-;262;324;19
10003;221;15;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 13 ;;;;;0;70= 93cp1=;Greens/ EFA, S&D;RCV;+;321;246;33
10004;221;16;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 13 ;;;;;0;71= 93cp2=;Greens/ EFA, S&D;RCV;-;282;283;38
10005;221;17;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 13 ;;;;;0;72= 93cp3=;Greens/ EFA, S&D;RCV;+;296;273;32
10006;221;18;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 14, after paragraph 2;;;;;0;73= 104cp1=;Greens/ EFA, S&D, EUL/NGL;RCV;+;369;192;41
10007;221;19;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 14, after paragraph 2;;;;;0;74= 104cp2=;Greens/ EFA, EUL/NGL;RCV;+;298;286;20
10008;221;20;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 14, after paragraph 2;;;;;0;75;Greens/ EFA;RCV;+;285;283;34
10009;221;21;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 17, paragraph 1, intro, point a and b;;;;;0;105cp1;EUL/NGL ;RCV;-;258;339;4
10010;221;22;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 17, paragraph 1, point c;;;;;0;94= 105cp2=;S&D, EUL/NGL;RCV;-;272;307;22
10011;221;23;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 17, paragraph 1, point c;;;;;0;76;Greens/ EFA;RCV;-;274;307;25
10012;221;24;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 17, paragraph 1, after point c and point d;;;;;0;105cp3 ;EUL/NGL ;RCV;-;243;340;22
10013;221;25;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 17, after paragraph 1;;;;;0;105cp4;EUL/NGL;RCV;-;271;320;5
10014;221;26;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 17, after paragraph 1;;;;;0;77;Greens/ EFA;RCV;-;261;327;11
10015;221;27;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 17, after paragraph 1;;;;;0;95= 105cp5=;S&D, EUL/NGL;RCV;-;267;334;4
10016;221;28;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Article 17, paragraph 2;;;;;0;53cp4= 105cp6=;"committee,
EUL/NGL";RCV;+;479;123;3
10017;221;29;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;After article 17 ;;;;;0;78= 106=;Greens/ EFA, EUL/NGL;RCV;-;133;332;138
10018;221;30;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Annex -1;;;;;0;103;EUL/NGL;RCV;-;261;332;3
10019;221;31;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Recital 1 ;;;;;0;79;S&D ;RCV;-;285;297;19
10020;221;32;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;Recital 6 ;;;;;0;80;S&D ;RCV;+;308;271;22
10021;221;33;28.03.2019;;Establishment of a framework to facilitate sustainable investment;;;;;***I;Leg;Draft legislative resolution;s;Eickhout/Pietikäinen;A8-0175/2019;2018/0178/COD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0175_EN.html?redirect;Committee on Economic and Monetary Affairs, Committee on the Environment, Public Health and Food Safety;Economic & monetary affairs;vote: Commission proposal;;;;;1;;0;RCV;+;316;93;192
10022;221;1;28.03.2019;;Estimates of revenue and expenditure for the financial year 2020 – Section I – European Parliament;;;;;;Bud;Motion for resolution;s;Maňka;A8-0182/2019;2019/2003/BUD;http://www.europarl.europa.eu/doceo/document/A-8-2019-0182_EN.html?redirect;Committee on Budgets;Budget ;Paragraph 2;;;;;0;14;ENF ;RCV;-;95;461;26
